playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,player,nation,pos,age,born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,nextSeason
Soualiho Meïté,/soualiho-meite/profil/spieler/164913,24,CM,France,3500000,11500000,AS Monaco,/as-monaco/startseite/verein/162,Torino FC,/fc-turin/startseite/verein/416,out,2018,-8000000,29.0,1.87,right,FRA-Ligue 1,Monaco,Soualiho Meïté,FRA,MF,23.0,1994.0,1.1,55.0,3.0,12.0,41.0,4.0,0.0,55.0,1.0,1.0,100.0,0.0,0.0,24.0,180.0,88.0,0.0,2.0,0.0,2.0,2.0,35.0,0.0,2018
Adama Diakhaby,/adama-diakhaby/profil/spieler/453594,22,RW,France,600000,10000000,AS Monaco,/as-monaco/startseite/verein/162,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2018,-9400000,26.0,1.84,left,FRA-Ligue 1,Monaco,Adama Diakhaby,FRA,FW,21.0,1996.0,9.4,343.0,5.0,38.0,137.0,174.0,34.0,343.0,25.0,5.0,20.0,20.0,80.0,193.0,1430.0,681.0,26.0,15.0,8.0,24.0,15.0,230.0,82.0,2018
João Moutinho,/joao-moutinho/profil/spieler/29364,31,CM,Portugal,1500000,5600000,AS Monaco,/as-monaco/startseite/verein/162,Wolverhampton Wanderers,/wolverhampton-wanderers/startseite/verein/543,out,2018,-4100000,36.0,1.7,right,FRA-Ligue 1,Monaco,João Moutinho,POR,MF,30.0,1986.0,31.1,2299.0,69.0,296.0,1490.0,526.0,16.0,2299.0,29.0,21.0,72.4,8.0,27.6,1261.0,6367.0,3895.0,54.0,46.0,1.0,31.0,18.0,1519.0,76.0,2018
Almamy Touré,/almamy-toure/profil/spieler/216181,22,CB,Mali,2500000,750000,AS Monaco,/as-monaco/startseite/verein/162,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2018,1750000,27.0,1.83,right,FRA-Ligue 1,Monaco,Almamy Touré,MLI,DF,21.0,1996.0,13.9,837.0,53.0,226.0,405.0,214.0,16.0,837.0,19.0,13.0,68.4,6.0,31.6,381.0,1927.0,1150.0,32.0,25.0,4.0,17.0,13.0,409.0,76.0,2018
Gaëtan Laborde,/gaetan-laborde/profil/spieler/181378,24,CF,France,16000000,3000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,13000000,29.0,1.81,left,FRA-Ligue 1,Bordeaux,Gaëtan Laborde,FRA,FW,23.0,1994.0,10.6,398.0,7.0,24.0,180.0,200.0,56.0,397.0,31.0,15.0,48.4,16.0,51.6,251.0,1275.0,510.0,22.0,16.0,11.0,42.0,20.0,291.0,72.0,2018
Florent Mollet,/florent-mollet/profil/spieler/222859,26,AM,France,2000000,2600000,FC Metz,/fc-metz/startseite/verein/347,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-600000,31.0,1.75,right,FRA-Ligue 1,Metz,Florent Mollet,FRA,"MF,FW",25.0,1991.0,15.7,884.0,14.0,96.0,481.0,318.0,33.0,883.0,37.0,21.0,56.8,16.0,43.2,589.0,3075.0,1240.0,35.0,24.0,9.0,38.0,23.0,619.0,97.0,2018
Junior Sambia,/junior-sambia/profil/spieler/335147,21,RB,France,3500000,2000000,Chamois Niortais FC,/chamois-niortais-fc/startseite/verein/1161,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,1500000,26.0,1.85,right,FRA-Ligue 1,Montpellier,Junior Sambia,FRA,MF,20.0,1996.0,17.1,1021.0,9.0,103.0,525.0,402.0,18.0,1021.0,49.0,29.0,59.2,20.0,40.8,502.0,2957.0,1494.0,44.0,40.0,5.0,52.0,40.0,711.0,131.0,2018
Facundo Píriz,/facundo-piriz/profil/spieler/148607,28,DM,Uruguay,300000,1000000,Akhmat Grozny,/akhmat-grozny/startseite/verein/3725,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2018,-700000,33.0,1.87,right,FRA-Ligue 1,Montpellier,Facundo Píriz,URU,MF,27.0,1990.0,9.0,529.0,17.0,125.0,332.0,76.0,6.0,529.0,10.0,6.0,60.0,4.0,40.0,211.0,1015.0,317.0,5.0,7.0,0.0,6.0,5.0,329.0,8.0,2018
Nordi Mukiele,/nordi-mukiele/profil/spieler/348026,20,RB,France,18000000,16000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2018,2000000,25.0,1.87,right,FRA-Ligue 1,Montpellier,Nordi Mukiele,FRA,DF,19.0,1997.0,31.0,2147.0,105.0,650.0,1166.0,371.0,33.0,2147.0,63.0,41.0,65.1,22.0,34.9,1062.0,7075.0,4375.0,82.0,59.0,9.0,42.0,27.0,1245.0,80.0,2018
Jérôme Roussillon,/jerome-roussillon/profil/spieler/127076,25,LB,Guadeloupe,3000000,5000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,VfL Wolfsburg,/vfl-wolfsburg/startseite/verein/82,out,2018,-2000000,30.0,1.72,left,FRA-Ligue 1,Montpellier,Jérôme Roussillon,FRA,DF,24.0,1993.0,20.9,1275.0,43.0,302.0,568.0,418.0,48.0,1275.0,72.0,37.0,51.4,35.0,48.6,548.0,3386.0,1922.0,72.0,38.0,16.0,42.0,22.0,719.0,125.0,2018
Casimir Ninga,/casimir-ninga/profil/spieler/392810,25,CF,Chad,600000,2000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-1400000,30.0,1.86,right,FRA-Ligue 1,Montpellier,Casimir Ninga,CHA,"FW,MF",24.0,1993.0,14.3,473.0,13.0,44.0,171.0,268.0,62.0,473.0,41.0,16.0,39.0,25.0,61.0,268.0,1894.0,944.0,38.0,29.0,10.0,60.0,29.0,334.0,100.0,2018
Rene Krhin,/rene-krhin/profil/spieler/73092,28,DM,Slovenia,0,300000,Granada CF,/fc-granada/startseite/verein/16795,FC Nantes,/fc-nantes/startseite/verein/995,in,2018,-300000,33.0,1.89,right,FRA-Ligue 1,Nantes,Rene Krhin,SVN,MF,27.0,1990.0,14.6,645.0,45.0,186.0,411.0,54.0,14.0,645.0,15.0,12.0,80.0,3.0,20.0,307.0,1417.0,589.0,9.0,5.0,0.0,7.0,3.0,363.0,4.0,2018
Emiliano Sala,/emiliano-sala/profil/spieler/190780,28,CF,Argentina,0,6000000,FC Nantes,/fc-nantes/startseite/verein/995,Cardiff City,/cardiff-city/startseite/verein/603,out,2018,-6000000,,1.87,right,FRA-Ligue 1,Nantes,Emiliano Sala,ARG,FW,26.0,1990.0,33.7,1275.0,53.0,95.0,579.0,614.0,160.0,1270.0,53.0,28.0,52.8,24.0,45.3,709.0,2936.0,954.0,34.0,31.0,9.0,133.0,80.0,983.0,223.0,2018
Yacine Bammou,/yacine-bammou/profil/spieler/276255,26,CF,Morocco,450000,2700000,FC Nantes,/fc-nantes/startseite/verein/995,SM Caen,/sm-caen/startseite/verein/1162,out,2018,-2250000,31.0,1.89,right,FRA-Ligue 1,Nantes,Yacine Bammou,MAR,"MF,FW",25.0,1991.0,8.1,375.0,12.0,73.0,154.0,155.0,23.0,375.0,7.0,2.0,28.6,5.0,71.4,205.0,1025.0,460.0,15.0,12.0,3.0,14.0,13.0,246.0,59.0,2018
Myziane Maolida,/myziane-maolida/profil/spieler/371142,19,LW,France,1500000,10000000,Olympique Lyon,/olympique-lyon/startseite/verein/1041,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-8500000,24.0,1.82,right,FRA-Ligue 1,Lyon,Myziane Maolida,FRA,"FW,MF",18.0,1999.0,3.7,186.0,0.0,10.0,87.0,93.0,20.0,186.0,26.0,14.0,53.8,12.0,46.2,149.0,1007.0,479.0,14.0,14.0,8.0,11.0,5.0,153.0,46.0,2018
Christophe Hérelle,/christophe-herelle/profil/spieler/170544,25,CB,Martinique,2000000,5000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,OGC Nice,/ogc-nizza/startseite/verein/417,in,2018,-3000000,30.0,1.88,right,FRA-Ligue 1,Troyes,Christophe Hérelle,MTQ,DF,24.0,1992.0,32.9,1685.0,257.0,921.0,727.0,46.0,21.0,1685.0,5.0,1.0,20.0,4.0,80.0,862.0,4832.0,2624.0,15.0,6.0,2.0,10.0,1.0,909.0,4.0,2018
Maxime Le Marchand,/maxime-le-marchand/profil/spieler/60558,28,CB,France,1000000,4000000,OGC Nice,/ogc-nizza/startseite/verein/417,Fulham FC,/fc-fulham/startseite/verein/931,out,2018,-3000000,33.0,1.85,left,FRA-Ligue 1,Nice,Maxime Le Marchand,FRA,DF,27.0,1989.0,28.2,2255.0,162.0,888.0,1177.0,203.0,13.0,2255.0,24.0,17.0,70.8,7.0,29.2,1066.0,5174.0,3510.0,45.0,31.0,2.0,16.0,16.0,1534.0,69.0,2018
Arnaud Souquet,/arnaud-souquet/profil/spieler/111058,26,RB,France,2000000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,KAA Gent,/kaa-gent/startseite/verein/157,out,2018,-1000000,31.0,1.79,right,FRA-Ligue 1,Nice,Arnaud Souquet,FRA,DF,25.0,1992.0,26.8,1973.0,113.0,616.0,1002.0,373.0,26.0,1973.0,34.0,22.0,64.7,12.0,35.3,847.0,5111.0,3160.0,70.0,55.0,6.0,37.0,22.0,1244.0,123.0,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Monaco,Kylian Mbappé,FRA,"FW,MF",18.0,1998.0,0.8,39.0,0.0,1.0,17.0,22.0,11.0,39.0,6.0,4.0,66.7,2.0,33.3,27.0,182.0,125.0,6.0,3.0,5.0,1.0,1.0,33.0,12.0,2018
Kylian Mbappé,/kylian-mbappe/profil/spieler/342229,19,CF,France,180000000,180000000,AS Monaco,/as-monaco/startseite/verein/162,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,0,24.0,1.78,right,FRA-Ligue 1,Paris S-G,Kylian Mbappé,FRA,FW,18.0,1998.0,23.3,981.0,1.0,33.0,369.0,599.0,190.0,981.0,136.0,78.0,57.4,58.0,42.6,744.0,4995.0,2584.0,98.0,66.0,52.0,65.0,59.0,871.0,282.0,2018
Thilo Kehrer,/thilo-kehrer/profil/spieler/228948,21,CB,Germany,18000000,37000000,FC Schalke 04,/fc-schalke-04/startseite/verein/33,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,-19000000,26.0,1.86,right,GER-Bundesliga,Schalke 04,Thilo Kehrer,GER,DF,20.0,1996.0,26.3,1527.0,120.0,693.0,761.0,88.0,24.0,1527.0,24.0,15.0,62.5,9.0,37.5,797.0,4182.0,2269.0,27.0,17.0,0.0,8.0,1.0,933.0,8.0,2018
Juan Bernat,/juan-bernat/profil/spieler/126719,25,LB,Spain,10000000,5000000,Bayern Munich,/fc-bayern-munchen/startseite/verein/27,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2018,5000000,30.0,1.7,left,GER-Bundesliga,Bayern Munich,Juan Bernat,ESP,"DF,FW",24.0,1993.0,9.9,647.0,11.0,109.0,280.0,262.0,34.0,647.0,43.0,13.0,30.2,30.0,69.8,415.0,2294.0,1078.0,24.0,17.0,12.0,9.0,8.0,477.0,102.0,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,ESP-La Liga,Valencia,Gonçalo Guedes,POR,MF,20.0,1996.0,27.1,1296.0,12.0,171.0,489.0,675.0,89.0,1296.0,130.0,82.0,63.1,48.0,36.9,979.0,8051.0,4394.0,144.0,103.0,46.0,67.0,47.0,1008.0,263.0,2018
Gonçalo Guedes,/goncalo-guedes/profil/spieler/225122,21,SS,Portugal,23000000,40000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Valencia CF,/fc-valencia/startseite/verein/1049,out,2018,-17000000,26.0,1.79,right,FRA-Ligue 1,Paris S-G,Gonçalo Guedes,POR,FW,20.0,1996.0,0.1,3.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,50.0,1.0,50.0,2.0,35.0,23.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2018
Javier Pastore,/javier-pastore/profil/spieler/55215,29,AM,Argentina,500000,24700000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,AS Roma,/as-rom/startseite/verein/12,out,2018,-24200000,34.0,1.87,right,FRA-Ligue 1,Paris S-G,Javier Pastore,ARG,"MF,FW",28.0,1989.0,15.0,1187.0,15.0,104.0,694.0,402.0,62.0,1187.0,42.0,27.0,64.3,15.0,35.7,765.0,4129.0,2360.0,65.0,46.0,19.0,32.0,25.0,996.0,131.0,2018
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,28,LB,Spain,2000000,24000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Athletic Bilbao,/athletic-bilbao/startseite/verein/621,out,2018,-22000000,33.0,1.81,left,FRA-Ligue 1,Paris S-G,Yuri Berchiche,ESP,DF,27.0,1990.0,19.1,1359.0,42.0,319.0,676.0,371.0,41.0,1359.0,16.0,12.0,75.0,4.0,25.0,780.0,2858.0,1695.0,41.0,22.0,11.0,19.0,7.0,903.0,145.0,2018
Yacine Adli,/yacine-adli/profil/spieler/395236,18,AM,France,8000000,5500000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2018,2500000,22.0,1.86,right,FRA-Ligue 1,Paris S-G,Yacine Adli,FRA,FW,17.0,2000.0,0.1,7.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,,0.0,,6.0,55.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2018
Tristan Dingomé,/tristan-dingome/profil/spieler/126683,27,CM,Cameroon,500000,1000000,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,Stade Reims,/stade-reims/startseite/verein/1421,in,2018,-500000,32.0,1.74,left,FRA-Ligue 1,Troyes,Tristan Dingomé,CMR,MF,26.0,1991.0,13.2,697.0,24.0,158.0,378.0,166.0,6.0,697.0,9.0,6.0,66.7,3.0,33.3,374.0,1556.0,745.0,12.0,10.0,1.0,8.0,13.0,474.0,32.0,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Guingamp,Clément Grenier,FRA,MF,26.0,1991.0,13.4,921.0,17.0,95.0,508.0,328.0,18.0,919.0,30.0,22.0,73.3,8.0,26.7,484.0,2320.0,1178.0,22.0,24.0,1.0,28.0,19.0,617.0,67.0,2018
Clément Grenier,/clement-grenier/profil/spieler/72479,27,CM,France,800000,4000000,EA Guingamp,/ea-guingamp/startseite/verein/855,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2018,-3200000,32.0,1.86,right,FRA-Ligue 1,Lyon,Clément Grenier,FRA,FW,26.0,1991.0,0.1,8.0,0.0,1.0,6.0,1.0,0.0,8.0,0.0,0.0,,0.0,,6.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2018
Joris Gnagnon,/joris-gnagnon/profil/spieler/378954,21,CB,France,300000,13500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Sevilla FC,/fc-sevilla/startseite/verein/368,out,2018,-13200000,26.0,1.82,right,FRA-Ligue 1,Rennes,Joris Gnagnon,FRA,DF,20.0,1997.0,32.4,1591.0,144.0,661.0,853.0,82.0,42.0,1591.0,7.0,7.0,100.0,0.0,0.0,918.0,4504.0,2468.0,10.0,7.0,1.0,13.0,5.0,1059.0,7.0,2018
Wahbi Khazri,/wahbi-khazri/profil/spieler/103565,27,CF,Tunisia,2500000,7000000,Sunderland AFC,/afc-sunderland/startseite/verein/289,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-4500000,32.0,1.76,right,FRA-Ligue 1,Rennes,Wahbi Khazri,TUN,"FW,MF",26.0,1991.0,21.3,995.0,3.0,72.0,470.0,474.0,78.0,991.0,71.0,45.0,63.4,26.0,36.6,582.0,3916.0,1703.0,54.0,42.0,22.0,69.0,55.0,713.0,146.0,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Marseille,Rémy Cabella,FRA,"FW,MF",27.0,1990.0,0.7,45.0,0.0,5.0,25.0,16.0,4.0,45.0,3.0,3.0,100.0,0.0,0.0,32.0,280.0,194.0,9.0,3.0,3.0,1.0,1.0,36.0,2.0,2018
Rémy Cabella,/remy-cabella/profil/spieler/113707,28,AM,France,5000000,6000000,Olympique Marseille,/olympique-marseille/startseite/verein/244,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2018,-1000000,33.0,1.72,right,FRA-Ligue 1,Saint-Étienne,Rémy Cabella,FRA,"MF,FW",27.0,1990.0,25.1,1869.0,7.0,174.0,1052.0,670.0,83.0,1866.0,97.0,63.0,64.9,34.0,35.1,1174.0,8341.0,4932.0,146.0,92.0,24.0,46.0,62.0,1473.0,193.0,2018
Ronaël Pierre-Gabriel,/ronael-pierre-gabriel/profil/spieler/410185,20,RB,France,3500000,6000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-2500000,25.0,1.77,right,FRA-Ligue 1,Saint-Étienne,Ronaël Pierre-Gabriel,FRA,DF,19.0,1998.0,13.0,774.0,40.0,247.0,401.0,132.0,6.0,774.0,23.0,14.0,60.9,9.0,39.1,354.0,1930.0,1023.0,21.0,19.0,5.0,16.0,13.0,434.0,25.0,2018
Cheikh M'Bengue,/cheikh-mbengue/profil/spieler/56795,30,LB,Senegal,0,4000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Shenzhen FC,/shenzhen-fc/startseite/verein/1320,out,2018,-4000000,34.0,1.83,left,FRA-Ligue 1,Saint-Étienne,Cheikh M'Bengue,SEN,DF,29.0,1988.0,5.4,283.0,27.0,117.0,125.0,41.0,1.0,283.0,2.0,1.0,50.0,1.0,50.0,79.0,223.0,116.0,0.0,0.0,0.0,2.0,1.0,116.0,8.0,2018
Saidy Janko,/saidy-janko/profil/spieler/196435,22,RB,The Gambia,1000000,2200000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,FC Porto,/fc-porto/startseite/verein/720,out,2018,-1200000,27.0,1.81,right,FRA-Ligue 1,Saint-Étienne,Saidy Janko,GAM,DF,21.0,1995.0,15.8,988.0,51.0,260.0,449.0,294.0,8.0,988.0,45.0,32.0,71.1,13.0,28.9,472.0,3358.0,2108.0,58.0,43.0,3.0,19.0,20.0,543.0,79.0,2018
Vincent Pajot,/vincent-pajot/profil/spieler/126699,27,DM,France,400000,1000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,Angers SCO,/sco-angers/startseite/verein/1420,out,2018,-600000,32.0,1.8,right,FRA-Ligue 1,Saint-Étienne,Vincent Pajot,FRA,MF,26.0,1990.0,14.3,713.0,39.0,166.0,430.0,121.0,26.0,713.0,7.0,4.0,57.1,3.0,42.9,265.0,1145.0,467.0,13.0,9.0,1.0,11.0,9.0,437.0,24.0,2018
Lebo Mothiba,/lebo-mothiba/profil/spieler/427161,22,CF,South Africa,1200000,4000000,LOSC Lille,/losc-lille/startseite/verein/1082,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,-2800000,27.0,1.82,right,FRA-Ligue 1,Lille,Lebo Mothiba,RSA,FW,21.0,1996.0,13.2,422.0,13.0,27.0,182.0,214.0,44.0,422.0,7.0,5.0,71.4,2.0,28.6,227.0,962.0,179.0,8.0,10.0,5.0,37.0,17.0,326.0,104.0,2018
Lionel Carole,/lionel-carole/profil/spieler/11530,27,LB,France,1100000,750000,Galatasaray,/galatasaray-istanbul/startseite/verein/141,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2018,350000,32.0,1.82,left,ESP-La Liga,Sevilla,Lionel Carole,FRA,DF,26.0,1991.0,6.0,436.0,25.0,138.0,215.0,88.0,4.0,436.0,15.0,10.0,66.7,5.0,33.3,233.0,999.0,500.0,10.0,11.0,0.0,9.0,9.0,257.0,36.0,2018
Jean-Eudes Aholou,/jean-eudes-aholou/profil/spieler/178313,24,DM,Cote d'Ivoire,2500000,14000000,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,AS Monaco,/as-monaco/startseite/verein/162,out,2018,-11500000,29.0,1.86,left,FRA-Ligue 1,Strasbourg,Jean-Eudes Aholou,CIV,MF,23.0,1994.0,33.4,1694.0,70.0,472.0,1062.0,191.0,26.0,1694.0,50.0,39.0,78.0,11.0,22.0,860.0,4336.0,2037.0,32.0,29.0,2.0,38.0,27.0,991.0,22.0,2018
Baptiste Reynet,/baptiste-reynet/profil/spieler/190786,27,GK,France,600000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-3400000,32.0,1.85,right,FRA-Ligue 1,Dijon,Baptiste Reynet,FRA,GK,26.0,1990.0,38.0,1801.0,1405.0,1775.0,30.0,0.0,0.0,1801.0,2.0,2.0,100.0,0.0,0.0,932.0,4904.0,3384.0,0.0,1.0,1.0,1.0,0.0,770.0,0.0,2018
Mathieu Dossevi,/mathieu-dossevi/profil/spieler/77828,30,RW,Togo,100000,2500000,FC Metz,/fc-metz/startseite/verein/347,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-2400000,35.0,1.74,right,FRA-Ligue 1,Metz,Mathieu Dossevi,TOG,"FW,MF",29.0,1988.0,27.9,1459.0,11.0,161.0,585.0,742.0,75.0,1459.0,141.0,73.0,51.8,68.0,48.2,1012.0,7374.0,3359.0,136.0,65.0,31.0,94.0,54.0,1038.0,253.0,2018
Max Gradel,/max-gradel/profil/spieler/28140,30,LW,Cote d'Ivoire,1600000,2000000,AFC Bournemouth,/afc-bournemouth/startseite/verein/989,FC Toulouse,/fc-toulouse/startseite/verein/415,in,2018,-400000,35.0,1.75,right,FRA-Ligue 1,Toulouse,Max Gradel,CIV,"FW,MF",29.0,1987.0,26.8,1436.0,26.0,182.0,471.0,812.0,109.0,1431.0,143.0,79.0,55.2,64.0,44.8,936.0,6749.0,3379.0,136.0,76.0,50.0,97.0,61.0,941.0,316.0,2018
Issa Diop,/issa-diop/profil/spieler/272622,21,CB,France,18000000,25000000,FC Toulouse,/fc-toulouse/startseite/verein/415,West Ham United,/west-ham-united/startseite/verein/379,out,2018,-7000000,26.0,1.94,right,FRA-Ligue 1,Toulouse,Issa Diop,FRA,DF,20.0,1997.0,34.0,1570.0,164.0,713.0,821.0,52.0,29.0,1570.0,15.0,11.0,73.3,4.0,26.7,869.0,4533.0,2850.0,14.0,9.0,1.0,10.0,5.0,832.0,1.0,2018
Alban Lafont,/alban-lafont/profil/spieler/357117,19,GK,France,16000000,8000000,FC Toulouse,/fc-toulouse/startseite/verein/415,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2018,8000000,24.0,1.96,right,FRA-Ligue 1,Toulouse,Alban Lafont,FRA,GK,18.0,1999.0,38.0,1363.0,1034.0,1339.0,24.0,1.0,1.0,1363.0,1.0,1.0,100.0,0.0,0.0,595.0,3449.0,2430.0,0.0,0.0,0.0,1.0,0.0,396.0,0.0,2018
Somália,/somalia/profil/spieler/148754,29,CM,Brazil,200000,1500000,FC Toulouse,/fc-toulouse/startseite/verein/415,Al-Shabab FC,/al-shabab-riad/startseite/verein/9840,out,2018,-1300000,34.0,1.81,both,FRA-Ligue 1,Toulouse,Somália,BRA,"MF,FW",28.0,1988.0,22.2,967.0,40.0,194.0,479.0,320.0,38.0,967.0,79.0,38.0,48.1,41.0,51.9,593.0,4162.0,1975.0,65.0,45.0,15.0,48.0,33.0,577.0,99.0,2018
Gaël Kakuta,/gael-kakuta/profil/spieler/74297,28,AM,DR Congo,1800000,3000000,Rayo Vallecano,/rayo-vallecano/startseite/verein/367,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-1200000,32.0,1.73,left,ESP-La Liga,Rayo Vallecano,Gaël Kakuta,COD,"MF,FW",27.0,1991.0,8.0,368.0,4.0,54.0,161.0,160.0,19.0,367.0,30.0,16.0,53.3,14.0,46.7,236.0,1454.0,692.0,27.0,15.0,4.0,25.0,12.0,263.0,64.0,2019
Eddy Gnahoré,/eddy-gnahore/profil/spieler/168933,25,CM,France,500000,2500000,SSD Palermo,/palermo-fc/startseite/verein/458,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,-2000000,29.0,1.88,right,FRA-Ligue 1,Amiens,Eddy Gnahoré,FRA,MF,24.0,1993.0,24.9,1407.0,32.0,219.0,918.0,289.0,53.0,1407.0,37.0,23.0,62.2,14.0,37.8,860.0,5241.0,2173.0,45.0,33.0,8.0,42.0,42.0,975.0,63.0,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,24,RB,Sweden,3000000,2000000,Bologna FC 1909,/fc-bologna/startseite/verein/1025,Amiens SC,/amiens-sc/startseite/verein/1416,in,2019,1000000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,33.0,1793.0,123.0,580.0,854.0,377.0,21.0,1793.0,22.0,8.0,36.4,14.0,63.6,698.0,3444.0,1963.0,53.0,27.0,6.0,34.0,13.0,803.0,74.0,2019
Emil Krafth,/emil-krafth/profil/spieler/184528,25,RB,Sweden,3000000,5400000,Amiens SC,/amiens-sc/startseite/verein/1416,Newcastle United,/newcastle-united/startseite/verein/762,out,2019,-2400000,28.0,1.84,right,FRA-Ligue 1,Amiens,Emil Krafth,SWE,DF,23.0,1994.0,33.0,1793.0,123.0,580.0,854.0,377.0,21.0,1793.0,22.0,8.0,36.4,14.0,63.6,698.0,3444.0,1963.0,53.0,27.0,6.0,34.0,13.0,803.0,74.0,2019
Oualid El Hajjam,/oualid-el-hajjam/profil/spieler/283127,28,RB,Morocco,1200000,35000,Amiens SC,/amiens-sc/startseite/verein/1416,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095,out,2019,1165000,32.0,1.81,right,FRA-Ligue 1,Amiens,Oualid El Hajjam,MAR,"DF,MF",27.0,1991.0,6.0,370.0,27.0,120.0,168.0,87.0,5.0,370.0,8.0,5.0,62.5,3.0,37.5,140.0,678.0,389.0,10.0,4.0,0.0,7.0,4.0,174.0,18.0,2019
