playerName,playerLink,playerAge,playerPos,playerCountry,playerMarketValue,transferFee,clubLeft,clubLeftUrl,clubJoined,clubJoinedUrl,teamTransferType,season,valuation,currAge,height,foot,league,team,nation,pos,age,born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,nextSeason
Simon Falette,/simon-falette/profil/spieler/170927,25,CB,Guinea,100000,2700000,FC Metz,/fc-metz/startseite/verein/347,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2017,-2600000,31.0,1.85,left,FRA-Ligue 1,Metz,GUI,DF,25.0,1992.0,1.0,67.0,62.0,5.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,2018
Simon Falette,/simon-falette/profil/spieler/170927,25,CB,Guinea,100000,2700000,FC Metz,/fc-metz/startseite/verein/347,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2017,-2600000,31.0,1.85,left,GER-Bundesliga,Eint Frankfurt,GUI,DF,25.0,1992.0,24.6,1244.0,1178.0,60.0,55.0,0.0,21.0,10.0,5.0,0.0,0.0,0.0,0.0,940.0,6.0,20.0,2018
Cheick Doukouré,/cheick-doukoure/profil/spieler/129679,24,DM,Cote d'Ivoire,600000,1600000,FC Metz,/fc-metz/startseite/verein/347,Levante UD,/ud-levante/startseite/verein/3368,out,2017,-1000000,30.0,1.8,right,ESP-La Liga,Levante,CIV,MF,24.0,1992.0,11.4,320.0,317.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,261.0,1.0,9.0,2018
Georges Mandjeck,/georges-mandjeck/profil/spieler/52112,28,DM,Cameroon,200000,1300000,FC Metz,/fc-metz/startseite/verein/347,AC Sparta Prague,/ac-sparta-prag/startseite/verein/197,out,2017,-1100000,34.0,1.85,right,FRA-Ligue 1,Metz,CMR,"MF,DF",28.0,1988.0,10.8,437.0,431.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,342.0,1.0,7.0,2018
Chris Philipps,/chris-philipps/profil/spieler/117509,23,DM,Luxembourg,125000,250000,FC Metz,/fc-metz/startseite/verein/347,Legia Warszawa,/legia-warschau/startseite/verein/255,out,2017,-125000,29.0,1.83,right,FRA-Ligue 1,Metz,LUX,"MF,DF",23.0,1994.0,9.4,427.0,420.0,6.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,335.0,1.0,9.0,2018
Keita Baldé,/keita-balde/profil/spieler/238752,22,CF,Senegal,2500000,30000000,SS Lazio,/lazio-rom/startseite/verein/398,AS Monaco,/as-monaco/startseite/verein/162,in,2017,-27500000,28.0,1.78,both,FRA-Ligue 1,Monaco,SEN,"FW,MF",22.0,1995.0,16.4,392.0,380.0,10.0,2.0,2.0,1.0,39.0,4.0,0.0,0.0,0.0,0.0,278.0,2.0,23.0,2018
Youri Tielemans,/youri-tielemans/profil/spieler/249565,20,CM,Belgium,25000000,25000000,RSC Anderlecht,/rsc-anderlecht/startseite/verein/58,AS Monaco,/as-monaco/startseite/verein/162,in,2017,0,26.0,1.76,right,FRA-Ligue 1,Monaco,BEL,MF,20.0,1997.0,17.4,848.0,817.0,27.0,16.0,8.0,9.0,24.0,6.0,4.0,3.0,1.0,0.0,676.0,4.0,18.0,2018
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,16,CF,Italy,3500000,20900000,Genoa CFC,/genua-cfc/startseite/verein/252,AS Monaco,/as-monaco/startseite/verein/162,in,2017,-17400000,22.0,1.88,right,FRA-Ligue 1,Monaco,ITA,FW,16.0,2001.0,0.3,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2018
Pietro Pellegri,/pietro-pellegri/profil/spieler/364133,16,CF,Italy,3500000,20900000,Genoa CFC,/genua-cfc/startseite/verein/252,AS Monaco,/as-monaco/startseite/verein/162,in,2017,-17400000,22.0,1.88,right,ITA-Serie A,Genoa,ITA,FW,16.0,2001.0,3.1,47.0,40.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,2018
Terence Kongolo,/terence-kongolo/profil/spieler/152651,23,CB,Netherlands,900000,15000000,Feyenoord Rotterdam,/feyenoord-rotterdam/startseite/verein/234,AS Monaco,/as-monaco/startseite/verein/162,in,2017,-14100000,29.0,1.88,left,ENG-Premier League,Huddersfield,NED,DF,23.0,1994.0,11.7,390.0,314.0,73.0,7.0,0.0,1.0,10.0,66.0,0.0,0.0,0.0,0.0,263.0,3.0,12.0,2018
Terence Kongolo,/terence-kongolo/profil/spieler/152651,23,CB,Netherlands,900000,15000000,Feyenoord Rotterdam,/feyenoord-rotterdam/startseite/verein/234,AS Monaco,/as-monaco/startseite/verein/162,in,2017,-14100000,29.0,1.88,left,FRA-Ligue 1,Monaco,NED,DF,23.0,1994.0,2.9,155.0,117.0,38.0,3.0,0.0,0.0,11.0,35.0,0.0,0.0,0.0,0.0,118.0,0.0,6.0,2018
Jordi Mboula,/jordi-mboula/profil/spieler/331498,18,RW,Spain,1200000,3000000,FC Barcelona U19,/fc-barcelona-u19/startseite/verein/2470,AS Monaco,/as-monaco/startseite/verein/162,in,2017,-1800000,24.0,1.83,right,FRA-Ligue 1,Monaco,ESP,MF,18.0,1999.0,0.3,12.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2018
Benjamin Mendy,/benjamin-mendy/profil/spieler/157495,23,LB,France,0,57500000,AS Monaco,/as-monaco/startseite/verein/162,Manchester City,/manchester-city/startseite/verein/281,out,2017,-57500000,28.0,1.85,left,ENG-Premier League,Manchester City,FRA,"DF,FW",23.0,1994.0,4.0,272.0,223.0,48.0,4.0,0.0,1.0,39.0,44.0,0.0,0.0,0.0,0.0,209.0,1.0,10.0,2018
Bernardo Silva,/bernardo-silva/profil/spieler/241641,22,AM,Portugal,80000000,50000000,AS Monaco,/as-monaco/startseite/verein/162,Manchester City,/manchester-city/startseite/verein/281,out,2017,30000000,28.0,1.73,left,ENG-Premier League,Manchester City,POR,"FW,MF",22.0,1994.0,17.0,1000.0,969.0,30.0,6.0,2.0,6.0,50.0,14.0,10.0,1.0,0.0,0.0,836.0,1.0,22.0,2018
Tiemoué Bakayoko,/tiemoue-bakayoko/profil/spieler/182618,22,DM,France,2500000,40000000,AS Monaco,/as-monaco/startseite/verein/162,Chelsea FC,/fc-chelsea/startseite/verein/631,out,2017,-37500000,28.0,1.89,right,ENG-Premier League,Chelsea,FRA,MF,22.0,1994.0,23.6,1116.0,1104.0,9.0,8.0,0.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,957.0,3.0,9.0,2018
Guido Carrillo,/guido-carrillo/profil/spieler/184672,26,CF,Argentina,1000000,22000000,AS Monaco,/as-monaco/startseite/verein/162,Southampton FC,/fc-southampton/startseite/verein/180,out,2017,-21000000,32.0,1.91,right,ENG-Premier League,Southampton,ARG,FW,26.0,1991.0,5.0,124.0,119.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,1.0,6.0,2018
Guido Carrillo,/guido-carrillo/profil/spieler/184672,26,CF,Argentina,1000000,22000000,AS Monaco,/as-monaco/startseite/verein/162,Southampton FC,/fc-southampton/startseite/verein/180,out,2017,-21000000,32.0,1.91,right,FRA-Ligue 1,Monaco,ARG,FW,26.0,1991.0,4.7,96.0,91.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,1.0,2018
Valère Germain,/valere-germain/profil/spieler/60540,27,CF,France,1500000,8000000,AS Monaco,/as-monaco/startseite/verein/162,Olympique Marseille,/olympique-marseille/startseite/verein/244,out,2017,-6500000,33.0,1.81,right,FRA-Ligue 1,Marseille,FRA,FW,27.0,1990.0,24.1,542.0,497.0,42.0,1.0,7.0,2.0,26.0,9.0,0.0,0.0,0.0,0.0,394.0,3.0,10.0,2018
Abdou Diallo,/abdou-diallo/profil/spieler/229005,21,CB,Senegal,10000000,5000000,AS Monaco,/as-monaco/startseite/verein/162,1.FSV Mainz 05,/1-fsv-mainz-05/startseite/verein/39,out,2017,5000000,27.0,1.87,left,GER-Bundesliga,Mainz 05,SEN,DF,21.0,1996.0,26.8,1217.0,1095.0,116.0,50.0,0.0,9.0,24.0,66.0,0.0,0.0,0.0,0.0,905.0,6.0,23.0,2018
Benjamin Lecomte,/benjamin-lecomte/profil/spieler/127181,26,GK,France,4000000,2500000,FC Lorient,/fc-lorient/startseite/verein/1158,Montpellier HSC,/montpellier-hsc/startseite/verein/969,in,2017,1500000,32.0,1.86,left,FRA-Ligue 1,Montpellier,FRA,GK,26.0,1991.0,38.0,1152.0,748.0,400.0,131.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,806.0,4.0,0.0,2018
Steve Mounié,/steve-mounie/profil/spieler/238639,22,CF,Benin,5000000,13000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,Huddersfield Town,/huddersfield-town/startseite/verein/1110,out,2017,-8000000,28.0,1.9,right,ENG-Premier League,Huddersfield,BEN,FW,22.0,1994.0,20.6,536.0,512.0,22.0,0.0,2.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,325.0,2.0,9.0,2018
Ryad Boudebouz,/ryad-boudebouz/profil/spieler/77826,27,AM,Algeria,1300000,7000000,Montpellier HSC,/montpellier-hsc/startseite/verein/969,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,out,2017,-5700000,33.0,1.77,left,ESP-La Liga,Betis,ALG,"MF,FW",27.0,1990.0,15.1,862.0,799.0,61.0,29.0,4.0,13.0,52.0,5.0,23.0,15.0,6.0,0.0,661.0,2.0,18.0,2018
Kalifa Coulibaly,/kalifa-coulibaly/profil/spieler/184935,25,CF,Mali,700000,4500000,KAA Gent,/kaa-gent/startseite/verein/157,FC Nantes,/fc-nantes/startseite/verein/995,in,2017,-3800000,31.0,1.97,right,FRA-Ligue 1,Nantes,MLI,FW,25.0,1991.0,3.8,92.0,90.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0,3.0,2018
Andrei Girotto,/andrei-girotto/profil/spieler/270051,25,CB,Brazil,4000000,2300000,Tombense Futebol Clube (MG),/tombense-futebol-clube-mg-/startseite/verein/3234,FC Nantes,/fc-nantes/startseite/verein/995,in,2017,1700000,31.0,1.86,right,FRA-Ligue 1,Nantes,BRA,MF,25.0,1992.0,16.9,652.0,637.0,9.0,9.0,1.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,490.0,6.0,18.0,2018
Nicolas Pallois,/nicolas-pallois/profil/spieler/139279,29,CB,France,900000,2000000,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,FC Nantes,/fc-nantes/startseite/verein/995,in,2017,-1100000,35.0,1.89,left,FRA-Ligue 1,Nantes,FRA,DF,29.0,1987.0,27.0,811.0,771.0,38.0,32.0,0.0,13.0,3.0,6.0,0.0,0.0,0.0,0.0,585.0,2.0,10.0,2018
Amine Harit,/amine-harit/profil/spieler/372711,20,AM,Morocco,12000000,8000000,FC Nantes,/fc-nantes/startseite/verein/995,FC Schalke 04,/fc-schalke-04/startseite/verein/33,out,2017,4000000,26.0,1.8,right,GER-Bundesliga,Schalke 04,MAR,"MF,FW",20.0,1997.0,22.7,751.0,739.0,8.0,2.0,4.0,2.0,26.0,5.0,0.0,0.0,0.0,0.0,615.0,4.0,15.0,2018
Guillaume Gillet,/guillaume-gillet/profil/spieler/31952,33,DM,Belgium,0,1000000,FC Nantes,/fc-nantes/startseite/verein/995,Olympiacos Piraeus,/olympiakos-piraus/startseite/verein/683,out,2017,-1000000,39.0,1.86,right,FRA-Ligue 1,Nantes,BEL,MF,33.0,1984.0,0.2,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2018
Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642,20,LW,France,32000000,10000000,AS Monaco,/as-monaco/startseite/verein/162,OGC Nice,/ogc-nizza/startseite/verein/417,in,2017,22000000,26.0,1.73,right,FRA-Ligue 1,Monaco,FRA,MF,20.0,1997.0,0.2,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2018
Allan Saint-Maximin,/allan-saint-maximin/profil/spieler/272642,20,LW,France,32000000,10000000,AS Monaco,/as-monaco/startseite/verein/162,OGC Nice,/ogc-nizza/startseite/verein/417,in,2017,22000000,26.0,1.73,right,FRA-Ligue 1,Nice,FRA,"FW,MF",20.0,1997.0,25.0,918.0,900.0,9.0,0.0,1.0,22.0,70.0,7.0,2.0,0.0,2.0,0.0,674.0,9.0,38.0,2018
Jean-Victor Makengo,/jean-victor-makengo/profil/spieler/322305,19,CM,France,10000000,6000000,SM Caen,/sm-caen/startseite/verein/1162,OGC Nice,/ogc-nizza/startseite/verein/417,in,2017,4000000,25.0,1.77,left,FRA-Ligue 1,Nice,FRA,"FW,MF",19.0,1998.0,2.7,110.0,110.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,1.0,2018
Pierre Lees-Melou,/pierre-lees-melou/profil/spieler/377393,24,DM,France,4000000,4000000,Dijon FCO,/dijon-fco/startseite/verein/2969,OGC Nice,/ogc-nizza/startseite/verein/417,in,2017,0,30.0,1.85,right,FRA-Ligue 1,Nice,FRA,"MF,FW",24.0,1993.0,32.1,1626.0,1535.0,87.0,14.0,2.0,31.0,108.0,9.0,63.0,20.0,41.0,0.0,1319.0,4.0,32.0,2018
Racine Coly,/racine-coly/profil/spieler/323379,21,LB,Senegal,300000,3500000,Brescia Calcio,/brescia-calcio/startseite/verein/19,OGC Nice,/ogc-nizza/startseite/verein/417,in,2017,-3200000,27.0,1.85,left,FRA-Ligue 1,Nice,SEN,DF,21.0,1995.0,6.9,435.0,370.0,65.0,16.0,0.0,1.0,14.0,49.0,0.0,0.0,0.0,0.0,374.0,0.0,7.0,2018
Valentin Eysseric,/valentin-eysseric/profil/spieler/126687,25,AM,France,1500000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2017,-2000000,31.0,1.81,right,FRA-Ligue 1,Nice,FRA,FW,25.0,1992.0,1.0,76.0,66.0,10.0,4.0,0.0,3.0,10.0,0.0,6.0,2.0,4.0,0.0,58.0,0.0,2.0,2018
Valentin Eysseric,/valentin-eysseric/profil/spieler/126687,25,AM,France,1500000,3500000,OGC Nice,/ogc-nizza/startseite/verein/417,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2017,-2000000,31.0,1.81,right,ITA-Serie A,Fiorentina,FRA,"FW,MF",25.0,1992.0,7.8,408.0,375.0,30.0,7.0,5.0,7.0,36.0,1.0,22.0,7.0,12.0,0.0,300.0,3.0,13.0,2018
Vincent Koziello,/vincent-koziello/profil/spieler/290551,22,CM,France,250000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2017,-2750000,27.0,1.68,right,FRA-Ligue 1,Nice,FRA,MF,21.0,1995.0,9.0,593.0,575.0,17.0,14.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,557.0,1.0,6.0,2018
Vincent Koziello,/vincent-koziello/profil/spieler/290551,22,CM,France,250000,3000000,OGC Nice,/ogc-nizza/startseite/verein/417,1.FC Köln,/1-fc-koln/startseite/verein/3,out,2017,-2750000,27.0,1.68,right,GER-Bundesliga,Köln,FRA,MF,21.0,1995.0,8.8,520.0,510.0,9.0,8.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,470.0,1.0,9.0,2018
Neymar,/neymar/profil/spieler/68290,25,LW,Brazil,60000000,222000000,FC Barcelona,/fc-barcelona/startseite/verein/131,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2017,-162000000,31.0,1.75,right,FRA-Ligue 1,Paris S-G,BRA,FW,25.0,1992.0,19.8,1452.0,1298.0,143.0,47.0,57.0,12.0,83.0,22.0,72.0,29.0,11.0,4.0,1106.0,11.0,34.0,2018
Yuri Berchiche,/yuri-berchiche/profil/spieler/61812,27,LB,Spain,2000000,16000000,Real Sociedad,/real-sociedad-san-sebastian/startseite/verein/681,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,in,2017,-14000000,33.0,1.81,left,FRA-Ligue 1,Paris S-G,ESP,DF,27.0,1990.0,19.1,1184.0,1041.0,141.0,18.0,0.0,2.0,56.0,123.0,0.0,0.0,0.0,0.0,1024.0,2.0,28.0,2018
Lucas Moura,/lucas-moura/profil/spieler/77100,25,RW,Brazil,6000000,28400000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2017,-22400000,30.0,1.72,right,ENG-Premier League,Tottenham,BRA,"FW,MF",24.0,1992.0,2.3,114.0,114.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,4.0,2018
Lucas Moura,/lucas-moura/profil/spieler/77100,25,RW,Brazil,6000000,28400000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2017,-22400000,30.0,1.72,right,FRA-Ligue 1,Paris S-G,BRA,FW,24.0,1992.0,0.8,50.0,42.0,8.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,1.0,0.0,42.0,0.0,1.0,2018
Blaise Matuidi,/blaise-matuidi/profil/spieler/33923,30,CM,France,0,25000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Juventus FC,/juventus-turin/startseite/verein/506,out,2017,-25000000,36.0,1.75,left,FRA-Ligue 1,Paris S-G,FRA,MF,30.0,1987.0,0.3,17.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2018
Blaise Matuidi,/blaise-matuidi/profil/spieler/33923,30,CM,France,0,25000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Juventus FC,/juventus-turin/startseite/verein/506,out,2017,-25000000,36.0,1.75,left,ITA-Serie A,Juventus,FRA,MF,30.0,1987.0,26.2,1387.0,1357.0,24.0,18.0,1.0,6.0,23.0,6.0,0.0,0.0,0.0,0.0,1247.0,6.0,20.0,2018
Serge Aurier,/serge-aurier/profil/spieler/127032,24,RB,Cote d'Ivoire,8000000,25000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,Tottenham Hotspur,/tottenham-hotspur/startseite/verein/148,out,2017,-17000000,30.0,1.76,right,ENG-Premier League,Tottenham,CIV,DF,24.0,1992.0,15.9,1035.0,837.0,194.0,7.0,1.0,2.0,68.0,187.0,0.0,0.0,0.0,0.0,779.0,4.0,35.0,2018
Jean-Kévin Augustin,/jean-kevin-augustin/profil/spieler/264956,20,CF,France,1300000,16000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,RB Leipzig,/rasenballsport-leipzig/startseite/verein/23826,out,2017,-14700000,26.0,1.79,right,GER-Bundesliga,RB Leipzig,FRA,FW,20.0,1997.0,14.1,299.0,281.0,17.0,4.0,1.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,229.0,1.0,11.0,2018
Youssouf Sabaly,/youssouf-sabaly/profil/spieler/135492,24,RB,Senegal,5000000,4000000,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40,out,2017,1000000,30.0,1.73,right,FRA-Ligue 1,Bordeaux,SEN,DF,24.0,1993.0,34.4,2104.0,1661.0,437.0,34.0,3.0,7.0,137.0,403.0,0.0,0.0,0.0,0.0,1661.0,6.0,85.0,2018
Diafra Sakho,/diafra-sakho/profil/spieler/120610,28,CF,Senegal,250000,10000000,West Ham United,/west-ham-united/startseite/verein/379,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2017,-9750000,33.0,1.83,right,ENG-Premier League,West Ham,SEN,FW,27.0,1989.0,3.4,73.0,61.0,10.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,44.0,2.0,3.0,2018
Diafra Sakho,/diafra-sakho/profil/spieler/120610,28,CF,Senegal,250000,10000000,West Ham United,/west-ham-united/startseite/verein/379,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2017,-9750000,33.0,1.83,right,FRA-Ligue 1,Rennes,SEN,FW,27.0,1989.0,8.6,144.0,133.0,9.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,93.0,2.0,8.0,2018
Faitout Maouassa,/faitout-maouassa/profil/spieler/357072,18,LB,France,6000000,7000000,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2017,-1000000,24.0,1.7,left,FRA-Ligue 1,Rennes,FRA,"MF,FW",19.0,1998.0,9.9,264.0,248.0,14.0,3.0,0.0,0.0,33.0,4.0,7.0,5.0,1.0,0.0,185.0,2.0,10.0,2018
Benjamin Bourigeaud,/benjamin-bourigeaud/profil/spieler/266359,23,RM,France,18000000,3500000,RC Lens,/rc-lens/startseite/verein/826,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2017,14500000,29.0,1.78,right,FRA-Ligue 1,Rennes,FRA,"MF,FW",23.0,1994.0,34.5,1787.0,1489.0,285.0,111.0,8.0,30.0,279.0,23.0,149.0,55.0,74.0,0.0,1291.0,13.0,53.0,2018
Hamari Traoré,/hamari-traore/profil/spieler/297070,25,RB,Mali,10000000,2400000,Stade Reims,/stade-reims/startseite/verein/1421,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,in,2017,7600000,31.0,1.75,right,FRA-Ligue 1,Rennes,MLI,DF,25.0,1992.0,29.3,1752.0,1394.0,351.0,35.0,2.0,14.0,63.0,316.0,0.0,0.0,0.0,0.0,1348.0,7.0,37.0,2018
Adama Diakhaby,/adama-diakhaby/profil/spieler/453594,21,RW,France,600000,10000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,AS Monaco,/as-monaco/startseite/verein/162,out,2017,-9400000,26.0,1.84,left,FRA-Ligue 1,Monaco,FRA,FW,21.0,1996.0,9.4,211.0,204.0,5.0,0.0,2.0,1.0,20.0,3.0,0.0,0.0,0.0,0.0,140.0,2.0,11.0,2018
Giovanni Sio,/giovanni-sio/profil/spieler/76293,28,CF,Cote d'Ivoire,300000,2200000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Montpellier HSC,/montpellier-hsc/startseite/verein/969,out,2017,-1900000,34.0,1.8,left,FRA-Ligue 1,Montpellier,CIV,FW,28.0,1989.0,24.4,635.0,591.0,42.0,0.0,2.0,4.0,30.0,3.0,0.0,0.0,0.0,0.0,421.0,2.0,31.0,2018
Wesley Saïd,/wesley-said/profil/spieler/182916,22,CF,France,2000000,1500000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Dijon FCO,/dijon-fco/startseite/verein/2969,out,2017,500000,28.0,1.71,right,FRA-Ligue 1,Dijon,FRA,"FW,MF",22.0,1995.0,20.4,506.0,466.0,36.0,3.0,4.0,0.0,19.0,6.0,2.0,1.0,0.0,0.0,376.0,4.0,9.0,2018
Pedro Mendes,/pedro-mendes/profil/spieler/72857,26,CB,Portugal,1800000,1000000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Montpellier HSC,/montpellier-hsc/startseite/verein/969,out,2017,800000,32.0,1.86,right,FRA-Ligue 1,Montpellier,POR,DF,26.0,1990.0,31.7,1426.0,1339.0,82.0,56.0,0.0,34.0,11.0,26.0,0.0,0.0,0.0,0.0,1157.0,5.0,12.0,2018
Gelson Fernandes,/gelson-fernandes/profil/spieler/20081,30,DM,Switzerland,0,350000,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273,Eintracht Frankfurt,/eintracht-frankfurt/startseite/verein/24,out,2017,-350000,36.0,1.8,right,GER-Bundesliga,Eint Frankfurt,SUI,MF,30.0,1986.0,11.5,331.0,325.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,269.0,1.0,9.0,2018
Assane Dioussé,/assane-diousse/profil/spieler/287635,19,DM,Senegal,900000,5000000,Empoli FC ,/fc-empoli/startseite/verein/749,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2017,-4100000,25.0,1.75,left,FRA-Ligue 1,Saint-Étienne,SEN,MF,19.0,1997.0,14.9,876.0,848.0,25.0,12.0,3.0,10.0,10.0,12.0,1.0,1.0,0.0,0.0,733.0,3.0,19.0,2018
Gabriel Silva,/gabriel-silva/profil/spieler/114340,26,LB,Brazil,700000,2500000,Udinese Calcio,/udinese-calcio/startseite/verein/410,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2017,-1800000,32.0,1.79,left,FRA-Ligue 1,Saint-Étienne,BRA,DF,26.0,1991.0,23.1,1128.0,838.0,285.0,28.0,0.0,7.0,54.0,257.0,0.0,0.0,0.0,0.0,891.0,5.0,38.0,2018
Jorginho,/jorginho/profil/spieler/277111,21,LW,Guinea-Bissau,400000,1000000,FC Arouca,/fc-arouca/startseite/verein/8024,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,in,2017,-600000,27.0,1.71,right,ITA-Serie A,Napoli,ITA,MF,25.0,1991.0,29.4,3229.0,3144.0,73.0,73.0,18.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,2863.0,12.0,20.0,2018
Kévin Malcuit,/kevin-malcuit/profil/spieler/126711,25,RB,France,700000,9000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,LOSC Lille,/losc-lille/startseite/verein/1082,out,2017,-8300000,31.0,1.78,right,FRA-Ligue 1,Lille,MAR,DF,26.0,1991.0,20.2,1200.0,1021.0,177.0,24.0,1.0,6.0,67.0,153.0,0.0,0.0,0.0,0.0,944.0,2.0,37.0,2018
Bryan Dabo,/bryan-dabo/profil/spieler/149446,25,CM,Burkina Faso,600000,3000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2017,-2400000,31.0,1.87,right,FRA-Ligue 1,Saint-Étienne,BFA,"MF,FW",25.0,1992.0,14.3,645.0,613.0,30.0,10.0,0.0,2.0,9.0,17.0,1.0,1.0,0.0,0.0,498.0,2.0,17.0,2018
Bryan Dabo,/bryan-dabo/profil/spieler/149446,25,CM,Burkina Faso,600000,3000000,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618,ACF Fiorentina,/ac-florenz/startseite/verein/430,out,2017,-2400000,31.0,1.87,right,ITA-Serie A,Fiorentina,BFA,MF,25.0,1992.0,6.6,331.0,314.0,16.0,9.0,1.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,253.0,1.0,8.0,2018
Jonas Martin,/jonas-martin/profil/spieler/127142,27,DM,France,1500000,1500000,Real Betis Balompié,/real-betis-sevilla/startseite/verein/150,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667,in,2017,0,33.0,1.84,right,FRA-Ligue 1,Strasbourg,FRA,MF,27.0,1990.0,33.6,1771.0,1650.0,116.0,53.0,10.0,19.0,50.0,30.0,20.0,8.0,11.0,0.0,1480.0,5.0,34.0,2018
